plot#,Plant.ID,Height10-10,Crown10-10,Ellip_vol10,Crown7-11,Height 6-11,Ellip_vol11,Crown4-12,Height4-12,Ellip_vol12,2yr grw vol-cm,2yr grw vol-m,y2011,y2012,y2011_m,y2012_m
412,NVV-1-2,31.7,340.597,45226.05326,1665.303,27.5,191829.1346,1737.1,39,283777.5511,430380.6325,0.430380632,191829.1346,91948.41653,0.191829135,0.091948417
134,NVV-1-3,22.5,385.82,36362.67833,1820.236,27.5,209676.135,1392.5,34,198318.2722,371631.7289,0.371631729,209676.135,-11357.86275,0.209676135,-0.011357863
259,NVV-1-4,35.2,533.729,78695.89401,2209.941,39.5,365650.679,245.8,44,45302.60382,332257.3888,0.332257389,365650.679,-320348.0751,0.365650679,-0.320348075
455,NVV-1-5,23,256.872,24747.6071,625.956,26,68171.9574,355.5,32,47651.67737,91076.02766,0.091076028,68171.9574,-20520.28003,0.068171957,-0.02052028
2,NVV-1-6,dead,17.263,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
301,NVV-1-7,24.4,677.909,69286.69333,2551.884,33,352747.1212,1647.5,42,289843.3382,573303.7661,0.573303766,352747.1212,-62903.78298,0.352747121,-0.062903783
460,NVV-1-8,16.5,123.145,8511.171401,769.337,26,83787.37353,429.6,35,62982.64952,138258.8517,0.138258852,83787.37353,-20804.72402,0.083787374,-0.020804724
465,NVV-1-9,21.5,339.348,30561.33794,1148.402,32.5,156338.4891,1196,37,185362.3441,311139.4953,0.311139495,156338.4891,29023.85506,0.156338489,0.029023855
309,NVV-2-1,11,57.083,2630.195824,170.283,17,12125.75596,134,17,9542.064087,19037.62422,0.019037624,12125.75596,-2583.691875,0.012125756,-0.002583692
45,NVV-2-10,19.4,176.178,14316.67001,1264.742,26,137741.2114,1210.6,34,172412.2803,295836.8218,0.295836822,137741.2114,34671.06891,0.137741211,0.034671069
94,NVV-2-2,11.2,59.415,2787.422064,267.029,20,22370.56919,233.6,20,19570.02784,39153.17496,0.039153175,22370.56919,-2800.541355,0.022370569,-0.002800541
3,NVV-2-3,dead,dead,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
123,NVV-2-4,26.1,626.309,68472.74981,2371.036,33,327748.4883,1839.2,42,323568.9637,582844.7021,0.582844702,327748.4883,-4179.524601,0.327748488,-0.004179525
205,NVV-2-5,25.5,193.111,20626.98736,1003.973,37,155600.9939,575.1,32,77087.1439,212061.1505,0.21206115,155600.9939,-78513.85003,0.155600994,-0.07851385
247,NVV-2-6,23.5,396.278,39008.24701,1645.658,28.5,196459.5092,1933.9,44,356430.8606,513882.1227,0.513882123,196459.5092,159971.3514,0.196459509,0.159971351
298,NVV-2-7,23,427.169,41154.39043,1004.459,25.5,107290.4345,1068.2,35,156606.2994,222742.3435,0.222742343,107290.4345,49315.86487,0.107290435,0.049315865
323,NVV-2-8,22.5,483.307,45550.61162,1470.255,31,190916.282,1768,46,340665.9298,486031.6002,0.4860316,190916.282,149749.6478,0.190916282,0.149749648
150,NVV-2-9,18,144.313,10880.94385,551.972,27.5,63582.60994,597.9,40,100179.1065,152880.7726,0.152880773,63582.60994,36596.4966,0.06358261,0.036596497
239,NVV-3-1,dead,26.074,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
353,NVV-3-10,27.3,469.898,53734.70301,1820.174,34,259227.1188,2418.8,50,506592.2874,712084.7031,0.712084703,259227.1188,247365.1686,0.259227119,0.247365169
408,NVV-3-2,20.3,364.816,31021.19505,1073.848,24,107954.9756,1219.8,34,173722.5339,250656.3145,0.250656314,107954.9756,65767.55831,0.107954976,0.065767558
270,NVV-3-3,18.5,170.175,13187.3064,534.271,25,55948.72829,691.7,32,92716.35791,135477.7798,0.13547778,55948.72829,36767.62962,0.055948728,0.03676763
220,NVV-3-4,18,135.974,10252.19807,494.345,20,41414.14988,881.2,26,95970.21014,127132.1619,0.127132162,41414.14988,54556.06026,0.04141415,0.05455606
290,NVV-3-5,19,161.252,12833.56516,726.508,27,82166.11904,1301.3,31,168977.0535,238309.6074,0.238309607,82166.11904,86810.93446,0.082166119,0.086810934
307,NVV-3-6,16.5,152.116,10513.50318,615.678,27,69631.54134,358.2,20,30008.49303,89126.53119,0.089126531,69631.54134,-39623.04832,0.069631541,-0.039623048
16,NVV-3-7,dead,32.013,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
371,NVV-3-9,21.2,183.124,16261.84197,807.908,28,94756.39927,741.9,33,102552.8939,181047.4512,0.181047451,94756.39927,7796.494677,0.094756399,0.007796495
277,NVW-1-1,25.3,158.125,16757.51701,1140.091,34,162370.4685,290.8,41,49942.10785,195555.0593,0.195555059,162370.4685,-112428.3606,0.162370468,-0.112428361
450,NVW-1-10,17.5,39.901,2924.896064,257.71,18,19430.87623,445.9,35,65372.35433,81878.33449,0.081878334,19430.87623,45941.4781,0.019430876,0.045941478
156,NVW-1-2,37.5,524.376,82368.78947,1974.909,39,322626.6995,1841.9,67,516927.2894,757185.1995,0.757185199,322626.6995,194300.5899,0.3226267,0.19430059
234,NVW-1-3,50.2,1047.728,220313.3817,3158.45,60,793805.0653,5337.9,86,1922903.518,2496395.202,2.496395202,793805.0653,1129098.453,0.793805065,1.129098453
168,NVW-1-4,dead,15.759,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
49,NVW-1-5,39.5,367.009,60724.28632,3001.806,45,565827.1006,2694.2,69,778695.2613,1283798.076,1.283798076,565827.1006,212868.1607,0.565827101,0.212868161
147,NVW-1-6,17.7,99.8,7399.330345,276.574,23,26645.74063,408.2,41,70104.43063,89350.84091,0.089350841,26645.74063,43458.69,0.026645741,0.04345869
110,NVW-1-7,24,231.535,23276.43696,2315.954,38.5,373490.2491,1513.7,64,405796.5909,756010.403,0.756010403,373490.2491,32306.34186,0.373490249,0.032306342
118,NVW-1-8,32.6,407.014,55579.61796,2006.498,45,378215.9626,1252.5,66,346266.3423,668902.6869,0.668902687,378215.9626,-31949.6203,0.378215963,-0.03194962
26,NVW-1-9,31,139.804,18153.8984,1142.851,40,191486.523,1554.9,48,312631.1947,485963.8193,0.485963819,191486.523,121144.6717,0.191486523,0.121144672
208,ORT-1-1,38.6,759.628,122822.2018,3089.125,44,569346.6478,4406.1,63,1162742.397,1609266.843,1.609266843,569346.6478,593395.749,0.569346648,0.593395749
389,ORT-1-1,36,287.135,43298.93792,1473.294,44,271538.0569,2008.8,63,530109.8311,758348.9501,0.75834895,271538.0569,258571.7741,0.271538057,0.258571774
187,ORT-1-10,27.2,138.993,15836.18046,685.681,34.5,99089.99805,1043.9,55,240497.2952,323751.1128,0.323751113,99089.99805,141407.2972,0.099089998,0.141407297
354,ORT-1-2,39.8,1081.075,180230.1756,3580.657,48,719933.8065,5496.7,71,1634741.141,2174444.772,2.174444772,719933.8065,914807.3349,0.719933806,0.914807335
198,ORT-1-3,33,261.822,36191.67516,1376.014,36.5,210379.9397,1466.5,53,325571.6243,499759.8888,0.499759889,210379.9397,115191.6846,0.21037994,0.115191685
77,ORT-1-4,23,163.218,15724.77707,1597.231,34.5,230821.0621,717,44,132147.9534,347244.2384,0.347244238,230821.0621,-98673.1087,0.230821062,-0.098673109
55,ORT-1-5,12.2,35.07,1792.190644,341.276,19,27161.13775,562.5,30,70685.83471,96054.78181,0.096054782,27161.13775,43524.69695,0.027161138,0.043524697
394,ORT-1-6,33.9,481.107,68317.1882,2180.49,42.5,388178.644,3020.5,62,784438.9304,1104300.386,1.104300386,388178.644,396260.2864,0.388178644,0.396260286
454,ORT-1-7,34.1,737.416,105330.8393,2143.115,45,403967.6604,3795.4,62,985684.3293,1284321.15,1.28432115,403967.6604,581716.6689,0.40396766,0.581716669
141,ORT-1-8,13,24.189,1317.194401,380.288,23,36637.77294,554.2,37,85892.81867,121213.3972,0.121213397,36637.77294,49255.04573,0.036637773,0.049255046
381,ORT-1-9,37.7,610.083,96342.71548,2011.599,43,362325.146,2843.2,67,797941.0768,1063923.507,1.063923507,362325.146,435615.9307,0.362325146,0.435615931
437,ORT-2-1,35.8,521.753,78241.39603,1934.731,47,380896.5663,2898,68,825459.7529,1128114.923,1.128114923,380896.5663,444563.1866,0.380896566,0.444563187
122,ORT-2-10,50.3,1260.496,265581.6509,4730.893,52,1030469.349,5300.4,86,1909394.67,2674282.368,2.674282368,1030469.349,878925.3203,1.030469349,0.87892532
40,ORT-2-2,40,887.345,148676.0818,3628.324,47,714319.5375,3666.1,68,1044243.616,1609887.072,1.609887072,714319.5375,329924.0789,0.714319537,0.329924079
91,ORT-2-3,43,1007.25,181423.8342,4613.009,53.5,1033776.59,6220.5,84,2188735.035,3041087.791,3.041087791,1033776.59,1154958.445,1.03377659,1.154958445
380,ORT-2-4,50.7,1185.304,251724.9821,3913.703,55,901652.4435,5605.4,84,1972306.948,2622234.409,2.622234409,901652.4435,1070654.504,0.901652443,1.070654504
248,ORT-2-5,45.5,1185.114,225870.8231,3465.899,61,885593.3507,5754.7,84,2024839.403,2684561.931,2.684561931,885593.3507,1139246.053,0.885593351,1.139246053
42,ORT-2-6,42.8,882.526,158219.4561,3689.098,50.5,780369.3071,5808.3,75,1824731.261,2446881.112,2.446881112,780369.3071,1044361.954,0.780369307,1.044361954
162,ORT-2-7,45.5,809.273,154239.3041,3386.21,50,709206.164,3919,75,1231190.161,1786157.021,1.786157021,709206.164,521983.997,0.709206164,0.521983997
116,ORT-2-8,45.6,1087.554,207732.4207,4646.099,53.5,1041192.068,7197.9,77,2321587.962,3155047.609,3.155047609,1041192.068,1280395.894,1.041192068,1.280395894
181,ORT-2-9,55.7,1298.631,302990.8897,4464.09,58.5,1093899.483,4361.4,76,1388443.21,2179351.803,2.179351803,1093899.483,294543.7263,1.093899483,0.294543726
362,ORT-2-9-R,46.2,1103.748,213599.6391,3879.756,59,958837.5519,5257,75,1651535.258,2396773.171,2.396773171,958837.5519,692697.7061,0.958837552,0.692697706
391,ORT-3-1,12.6,35.679,1883.093256,373.726,27,42267.41482,715,40,119799.3999,160183.7214,0.160183721,42267.41482,77531.98504,0.042267415,0.077531985
219,ORT-3-10,8.8,62.886,2318.063095,415.513,21,36550.43247,696.8,37,107993.7135,142226.0829,0.142226083,36550.43247,71443.28107,0.036550432,0.071443281
284,ORT-3-2,20,70.054,5868.83018,1145.371,32.5,155925.8618,1550.5,47,305251.803,455308.8346,0.455308835,155925.8618,149325.9412,0.155925862,0.149325941
90,ORT-3-3,19,57.244,4555.879023,598.424,24,60160.14215,539.3,46,103914.6696,159518.9328,0.159518933,60160.14215,43754.52749,0.060160142,0.043754527
151,ORT-3-4,16.5,163.71,11314.82293,1099.573,29,133570.5377,1925.4,58,467775.6063,590031.3211,0.590031321,133570.5377,334205.0686,0.133570538,0.334205069
244,ORT-3-5,38.6,532.779,86143.59902,2590.356,50,542522.892,3122.1,72,941603.1767,1397982.47,1.39798247,542522.892,399080.2847,0.542522892,0.399080285
22,ORT-3-6,10.5,16.643,731.9973715,42.947,12,2158.751675,54.9,17,3909.397898,5336.152202,0.005336152,2158.751675,1750.646223,0.002158752,0.001750646
31,ORT-3-7,10,32.023,1341.376287,377.501,21,33206.72231,479.6,34,68304.0886,100169.4346,0.100169435,33206.72231,35097.36628,0.033206722,0.035097366
306,ORT-3-8,16.4,87.534,6013.249613,699.061,30,87846.59608,1304.1,52,284055.2679,365888.6144,0.365888614,87846.59608,196208.6718,0.087846596,0.196208672
340,ORT-3-9,25.7,347.767,37437.78118,1487.623,37.5,233675.2744,529.6,50,110919.1646,307156.6578,0.307156658,233675.2744,-122756.1098,0.233675274,-0.12275611
212,ORV-1-1,18,105.657,7966.35012,763.66,28,89566.72278,791.7,37,122701.8126,204302.1852,0.204302185,89566.72278,33135.08981,0.089566723,0.03313509
403,ORV-1-10,35,616.999,90456.77786,2326.427,45,438521.1583,3200.2,58,777488.052,1125552.432,1.125552432,438521.1583,338966.8936,0.438521158,0.338966894
11,ORV-1-2,25.2,417.149,44033.21106,1779.389,33.5,249691.8217,1772.4,47,348937.9527,554596.5633,0.554596563,249691.8217,99246.13101,0.249691822,0.099246131
183,ORV-1-3,31.2,733.126,95812.42344,2719.532,37.5,427183.0876,3298.2,54,746035.2641,1077405.928,1.077405928,427183.0876,318852.1765,0.427183088,0.318852176
245,ORV-1-4,37.3,886.991,138585.1366,3139.357,43,565454.6376,2373.9,51,507132.2224,934001.7234,0.934001723,565454.6376,-58322.41517,0.565454638,-0.058322415
291,ORV-1-5,31.5,212.952,28098.35443,1036.275,39.5,171459.1735,1003.9,33,138769.1741,282129.9931,0.282129993,171459.1735,-32689.99944,0.171459173,-0.032689999
314,ORV-1-6,32.5,774.855,105485.4136,2892.746,39,472567.1383,848.6,51,181284.9758,548366.7004,0.5483667,472567.1383,-291282.1625,0.472567138,-0.291282163
422,ORV-1-7,35,561.366,82300.55407,2356.107,38,375031.0411,143.7,46,27688.74101,320419.228,0.320419228,375031.0411,-347342.3001,0.375031041,-0.3473423
186,ORV-1-8,29.9,789.751,98912.22747,3257.615,36,491236.7689,3165,49,649618.5289,1041943.07,1.04194307,491236.7689,158381.76,0.491236769,0.15838176
129,ORV-1-9,21,197.122,17339.75676,810.803,28,95095.9426,1106,39,180679.2767,258435.4625,0.258435463,95095.9426,85583.33409,0.095095943,0.085583334
222,ORV-2-1,20,314.987,26388.2892,1034.687,23,99683.99572,1401.4,35,205455.9708,278751.6773,0.278751677,99683.99572,105771.975,0.099683996,0.105771975
308,ORV-2-3,21.5,255.232,22985.93598,1816.489,30,228266.7399,913.4,36,137737.475,343018.279,0.343018279,228266.7399,-90529.26488,0.22826674,-0.090529265
413,ORV-2-4,22.3,505.405,47209.89195,1574.522,26.5,174776.5718,1905,32,255348.6509,382915.3307,0.382915331,174776.5718,80572.07912,0.174776572,0.080572079
57,ORW-1-1,15.2,25.385,1616.253078,291.099,26,31703.16864,324.1,27,36654.84645,66741.762,0.066741762,31703.16864,4951.67781,0.031703169,0.004951678
79,ORW-1-2,19.2,192.619,15491.33914,936.699,25.5,100052.7077,917,37,142121.4629,226682.8314,0.226682831,100052.7077,42068.75516,0.100052708,0.042068755
202,ORW-1-3,8.5,36.091,1285.009832,255.39,18,19255.95235,349.9,33,48366.70386,66337.64637,0.066337646,19255.95235,29110.75151,0.019255952,0.029110752
38,ORW-1-4,21.1,221.915,19613.61848,688.168,28,80712.55857,549.1,30,69001.94104,130100.8811,0.130100881,80712.55857,-11710.61753,0.080712559,-0.011710618
15,ORW-2-1,9.2,9.032,348.0650088,211.396,21.5,19038.11012,374.2,37,57995.4759,76685.52102,0.076685521,19038.11012,38957.36578,0.01903811,0.038957366
315,ORW-2-10,29.5,184.205,22762.08494,950.822,35,139397.7858,852.2,61,217750.9078,334386.6086,0.334386609,139397.7858,78353.12196,0.139397786,0.078353122
424,ORW-2-2,22.8,205.975,19671.52222,1419.452,36,214048.3188,1459.7,57,348519.4925,542896.2891,0.542896289,214048.3188,134471.1737,0.214048319,0.134471174
461,ORW-2-3,29.4,390.622,48105.26806,2170.987,39.5,359205.4587,1960.6,62,509177.6087,820277.7993,0.820277799,359205.4587,149972.15,0.359205459,0.14997215
279,ORW-2-4,18.7,70.956,5558.010218,157.738,21,13875.35918,228.4,17,16264.23461,24581.58356,0.024581584,13875.35918,2388.875431,0.013875359,0.002388875
142,ORW-2-5,16.5,52.585,3634.414293,572.486,28.5,68343.67685,622.3,43,112087.4182,176796.6808,0.176796681,68343.67685,43743.74136,0.068343677,0.043743741
373,ORW-2-6,32,490.007,65681.1687,2660.244,40,445728.1604,2521.9,55,581004.051,961051.0426,0.961051043,445728.1604,135275.8906,0.44572816,0.135275891
264,ORW-2-7,46.5,1127.172,219549.147,3183.154,54,720012.472,5675.2,80,1901777.774,2402241.099,2.402241099,720012.472,1181765.302,0.720012472,1.181765302
117,ORW-2-8,21.4,177.111,15876.24959,1028.03,31,133492.2618,1316.5,44,242639.8614,360255.8736,0.360255874,133492.2618,109147.5996,0.133492262,0.1091476
335,ORW-2-9,dead,5.405,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
390,ORW-3-1,dead,34.616,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
107,ORW-3-2,32.7,280.388,38405.70881,1922.753,39,314106.3484,1488.4,59,367841.1251,643541.7647,0.643541765,314106.3484,53734.77674,0.314106348,0.053734777
188,ORW-3-3,33.5,808.84,113500.0458,2987.48,45,563126.7132,4207.2,59,1039761.611,1489388.278,1.489388278,563126.7132,476634.8976,0.563126713,0.476634898
333,UTT-1-1,16.5,36.307,2509.359698,200.744,28,23544.48602,571.8,39,93410.85932,114445.9857,0.114445986,23544.48602,69866.3733,0.023544486,0.069866373
12,UTT-1-10,37.6,713.856,112431.2576,3276.868,48,658853.4039,4218.8,66,1166330.096,1712752.242,1.712752242,658853.4039,507476.6918,0.658853404,0.507476692
105,UTT-1-2,25.1,149.206,15687.31505,664.706,37,103019.6173,824.8,50,172745.708,260078.0103,0.26007801,103019.6173,69726.09072,0.103019617,0.069726091
173,UTT-1-3,28,325.895,38222.96195,1271.613,42.5,226377.1033,2427.9,64,650877.6792,839031.8206,0.839031821,226377.1033,424500.5759,0.226377103,0.424500576
257,UTT-1-4,43,885.589,159510.5007,3313.93,50.5,701008.5549,4528.4,73,1384701.782,1926199.836,1.926199836,701008.5549,683693.2272,0.701008555,0.683693227
25,UTT-1-5,17.5,51.255,3757.187734,549.03,28,64393.60161,823,45,155131.8452,215768.2591,0.215768259,64393.60161,90738.24362,0.064393602,0.090738244
294,UTT-1-6,40,960.753,160975.7102,2106.034,44,388156.322,4719.5,64,1265215.704,1492396.316,1.492396316,388156.322,877059.3818,0.388156322,0.877059382
182,UTT-1-7,37.4,498.413,78081.75621,0,37,0,na,dead,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,0,#VALUE!
20,UTT-1-8,22,110.155,10151.15607,940.79,36,141867.7897,1303.4,51,278443.1268,410159.7605,0.41015976,141867.7897,136575.3371,0.14186779,0.136575337
194,UTT-1-9,27.5,97.396,11219.2138,462.017,37,71605.81451,616.9,50,129203.2339,189589.8346,0.189589835,71605.81451,57597.41936,0.071605815,0.057597419
66,UTT-2-1,27.1,175.742,19949.56658,887.25,29,107778.6192,1250.7,58,303857.3547,391686.4073,0.391686407,107778.6192,196078.7356,0.107778619,0.196078736
416,UTT-2-10,31.6,464.976,61546.90649,1908.97,36,287865.8941,2113.4,60,531155.3531,757474.3408,0.757474341,287865.8941,243289.459,0.287865894,0.243289459
33,UTT-2-2,36,241.296,36386.57957,1087.491,40,182210.8659,2058,77,663780.8286,809605.115,0.809605115,182210.8659,481569.9626,0.182210866,0.481569963
251,UTT-2-3,33,450.221,62234.08339,1708.564,42.5,304164.6863,2360.8,76,751556.0896,993486.6925,0.993486692,304164.6863,447391.4033,0.304164686,0.447391403
365,UTT-2-4,42.5,430.533,76645.02756,1832.742,42.5,326271.2988,2865.6,73,876247.9964,1125874.268,1.125874268,326271.2988,549976.6975,0.326271299,0.549976698
237,UTT-2-5,26.8,196.981,22113.00383,1489.926,39,243398.51,2211,70,648299.06,869584.5661,0.869584566,243398.51,404900.55,0.24339851,0.40490055
76,UTT-2-6,30.6,236.557,30321.16192,1458.772,40,244419.5946,1944.4,69,561983.1735,776081.6062,0.776081606,244419.5946,317563.5789,0.244419595,0.317563579
161,UTT-2-7,35.6,335.724,50063.47554,1939.201,47,381776.5892,2699.3,76,859316.9064,1191030.02,1.19103002,381776.5892,477540.3171,0.381776589,0.477540317
214,UTT-2-8,40.5,311.137,52783.14853,1490.416,42,262207.6776,4085,67,1146450.935,1355875.464,1.355875464,262207.6776,884243.2575,0.262207678,0.884243258
280,UTT-2-9,34.4,362.561,52243.00361,1029.77,41.5,179009.8553,2490,65,677955.6946,804722.5463,0.804722546,179009.8553,498945.8393,0.179009855,0.498945839
227,UTT-3-1,dead,5.088,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
338,UTT-3-10,42.1,554.317,97752.7318,2414.993,54.5,551316.4968,3688.6,92,1421470.983,1875034.747,1.875034747,551316.4968,870154.4858,0.551316497,0.870154486
400,UTT-3-2,41.2,679.892,117334.5079,1848.254,51,394839.3608,2406.6,83,836701.6281,1114206.481,1.114206481,394839.3608,441862.2673,0.394839361,0.441862267
409,UTT-3-3,50.4,916.818,193554.0562,2858.523,54,646582.6697,4649,84,1635789.596,2088818.209,2.088818209,646582.6697,989206.9259,0.64658267,0.989206926
360,UTT-3-4,35.5,612.754,91117.77734,2471.008,43.5,450248.2336,4299.5,70,1260679.244,1619809.7,1.6198097,450248.2336,810431.0104,0.450248234,0.81043101
58,UTT-3-5,36.1,173.474,26231.92753,1154.972,46,222545.0284,na,dead,#VALUE!,#VALUE!,#VALUE!,222545.0284,#VALUE!,0.222545028,#VALUE!
153,UTT-3-6,30,373.743,46965.93053,1009.574,38.5,162812.4068,1146.4,41,196883.1927,312729.669,0.312729669,162812.4068,34070.78596,0.162812407,0.034070786
242,UTT-3-7,31.4,469.136,61704.52564,1468.474,38,233742.9213,2314.1,52,504050.5295,676088.9251,0.676088925,233742.9213,270307.6082,0.233742921,0.270307608
8,UTT-3-8,23.2,151.637,14736.07346,892.486,34,127106.8449,1184,57,282693.0733,395063.8448,0.395063845,127106.8449,155586.2284,0.127106845,0.155586228
184,UTT-3-9,41.2,457.776,79002.13814,2075.524,50,434696.73,3498.2,89,1304137.105,1659831.697,1.659831697,434696.73,869440.3746,0.43469673,0.869440375
295,UTV-1-1,41,349.76,60067.92174,1191.604,33.5,167211.202,974.3,37,151002.117,258145.3972,0.258145397,167211.202,-16209.085,0.167211202,-0.016209085
104,UTV-1-2,14.4,93.495,5639.485539,609.252,21,53592.60501,668.9,29,81254.57127,129207.6907,0.129207691,53592.60501,27661.96626,0.053592605,0.027661966
179,UTV-1-3,22.6,242.35,22942.46472,1868.12,33,258230.371,1469.7,34,209313.0088,444600.915,0.444600915,258230.371,-48917.36222,0.258230371,-0.048917362
98,UTV-1-4,23.7,315.387,31309.83244,1322.896,30,166240.0142,1203.2,36,181438.2855,316368.4672,0.316368467,166240.0142,15198.27128,0.166240014,0.015198271
421,UTV-1-7,32.2,757.268,102139.5843,2928.823,38,466192.5536,3167,55,729624.4218,1093677.391,1.093677391,466192.5536,263431.8683,0.466192554,0.263431868
278,UTV-1-8,dead,dead,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
189,UTV-2-1,37,797.823,123650.7872,3085.546,51,659159.9479,1823.8,53,404894.3255,940403.4862,0.940403486,659159.9479,-254265.6224,0.659159948,-0.254265622
56,UTV-2-10,16.3,41.985,2866.621615,320.609,22,29545.20445,428.1,30,53796.6326,80475.21544,0.080475215,29545.20445,24251.42815,0.029545204,0.024251428
255,UTV-2-2,20.7,212.672,18440.35468,975.286,27,110302.248,1533.7,40,256973.9015,348835.7948,0.348835795,110302.248,146671.6535,0.110302248,0.146671654
112,UTV-2-3,dead,19.897,#VALUE!,0,dead,#VALUE!,na,dead,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
332,UTV-2-4,38,223.243,35534.48748,835.449,38,132981.7823,2052.7,35,300941.5379,398388.8327,0.398388833,132981.7823,167959.7555,0.132981782,0.167959756
398,UTV-2-5,20.2,126.911,10738.39178,594.048,29,72161.93086,77.6,29,9426.453477,70849.99256,0.070849993,72161.93086,-62735.47739,0.072161931,-0.062735477
467,UTV-2-5-R,19.4,46.246,3758.066961,333.081,31,43251.39934,512.3,40,85836.68888,125330.0213,0.125330021,43251.39934,42585.28954,0.043251399,0.04258529
80,UTV-2-6,21.3,72.155,6437.757949,672.76,28,78905.41395,889.5,41,152763.0844,225230.7404,0.22523074,78905.41395,73857.67042,0.078905414,0.07385767
271,UTV-2-7,45.5,689.32,131377.4673,2274.812,52,495492.9316,2937.9,62,762987.298,1127102.762,1.127102762,495492.9316,267494.3664,0.495492932,0.267494366
216,UTV-2-8,33.8,639.953,90605.2554,2258.585,49,463576.1975,2597.7,58,631110.7783,1004081.72,1.00408172,463576.1975,167534.5808,0.463576198,0.167534581
331,UTV-2-9,19.5,81.063,6621.340057,313.036,23,30158.569,685.7,36,103401.124,126938.3529,0.126938353,30158.569,73242.55496,0.030158569,0.073242555
206,UTV-3-1,28.4,272.686,32439.17426,1575.125,43,283708.3314,886,41,152161.993,403431.1501,0.40343115,283708.3314,-131546.3384,0.283708331,-0.131546338
414,UTV-3-10,15.5,59.607,3870.058875,540.912,26,58909.93907,510.6,38,81274.25859,136314.1388,0.136314139,58909.93907,22364.31952,0.058909939,0.02236432
62,UTV-3-2,15,44.471,2794.195338,329.059,29,39972.41436,382.8,32,51311.00449,88489.22352,0.088489224,39972.41436,11338.59013,0.039972414,0.01133859
74,UTV-3-3,14.2,166.232,9887.615821,897.8,29.5,110940.5275,906.2,37,140447.6223,241500.5339,0.241500534,110940.5275,29507.09484,0.110940527,0.029507095
281,UTV-3-4,14,26.824,1573.041518,238.208,22,21951.67342,560,33,77408.84298,97787.47488,0.097787475,21951.67342,55457.16957,0.021951673,0.05545717
6,UTV-3-5,15.5,14.313,929.2893901,125.19,20,10487.89291,167.4,17,11920.45916,21479.06269,0.021479063,10487.89291,1432.56625,0.010487893,0.001432566
